Return Year,Region,Population,Run Timing,Hatchery Facility,Program Type,Conservation Unit ID,Conservation Unit Name,CU Acronym,DU #,Proposed DU Name,Proposed DU Short Name,JAZ Acronym,PNI Estimate Type (CWT),pHOS (CWT),pNOB (CWT),"PNI (CWT, incl. jacks)",Annual Biological Designation (CWT),PNI Calculation Description,CWT comments,PNI Estimate Type (Thermal),pHOS (Thermal),pNOB (Thermal),PNI (Thermal),Annual Biological Designation (Thermal),PNI Calculation Description,Thermal Mark Comments,pHOS (PBT),pNOB (PBT),PNI (PBT),PBT Comments,pHOS (biostandards w/o jacks),PNI (biostandards w/o jacks),pHOS (biostandards w/ jacks),PNI (biostandards w/ jacks),General Comments,Complete Cohort Years (CWT),Complete Cohort Years (Thermal),Years when the Proportion of the Release has > 5% Unassociated Tags (only applies to CWTs)
2001,SBC,Chilliwack River - fall,Fall,Chilliwack,OPS,CK-9008,Fraser-Harrison fall transplant_FA_0.3<<Bin>>,Chil_transp_F,DU_TBD6,0,0,LFR+GStr,Direct,0.33,0.44,0.571428571,Integrated - Transition,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",pHOS and pNOB estimates available.,Partial Direct,0.97,0.03,0.03,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.",Thermal mark estimate for natural spawners only. Brood stock assumed to have same proportion of natural origin contribution as the natural spawners.,,,#DIV/0!,,,,,,,1986-2018,2016-2018,"1985, 1992, 2005-2006, 2010, 2012-2013"
2011,SBC,Conuma River,Fall,Conuma,OPS,CK-032,West Vancouver Island-Nootka and Kyuquot_FA_0.x,NoKy,DU25,BC West Vancouver Island Ocean Fall (Nootka & Kyuquot),WVI/Ocean/Fall (Nootka & Kyuquot),WVI+WVI,No Estimate,,,,,"No estimate of survival or production possible (e.g. population is not marked, neither brood stock nor river are sampled.and there is no appropriate biostandard indicator).  In this instance the PNI cannot be calculated and the program must be scaled to an appropriately low level of production or assumed to be high risk. ",,Partial Direct,0.97,0.03,0.03,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.","Thermally marked. Otolith samples from Conuma are from fish taken from the river, so there is only one stratum, and pHOS = pHOB, for all the Conuma hatchery stocks. There are no swim ins, and the mark rate in brood is assumed to be the same as the rest of the river",,,#DIV/0!,,,,,,,1984-2005,2011-2018,"1988, 1991-1992, 1995, 2003-2017"
2012,SBC,Conuma River,Fall,Conuma,OPS,CK-032,West Vancouver Island-Nootka and Kyuquot_FA_0.x,NoKy,DU25,BC West Vancouver Island Ocean Fall (Nootka & Kyuquot),WVI/Ocean/Fall (Nootka & Kyuquot),WVI+WVI,No Estimate,,,,,"No estimate of survival or production possible (e.g. population is not marked, neither brood stock nor river are sampled.and there is no appropriate biostandard indicator).  In this instance the PNI cannot be calculated and the program must be scaled to an appropriately low level of production or assumed to be high risk. ",,Partial Direct,0.97,0.03,0.03,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.","Thermally marked. Otolith samples from Conuma are from fish taken from the river, so there is only one stratum, and pHOS = pHOB, for all the Conuma hatchery stocks. There are no swim ins, and the mark rate in brood is assumed to be the same as the rest of the river",,,#DIV/0!,,,,,,,1984-2005,2011-2018,"1988, 1991-1992, 1995, 2003-2017"
2007,SBC,Sarita River,Fall,Nitinat,OPS,CK-031,West Vancouver Island-South_FA_0.x,SWVI,DU24,BC West Vancouver Island Ocean Fall (South),WVI/Ocean/Fall (South),WVI+WVI,No Estimate,,,,,"No estimate of survival or production possible (e.g. population is not marked, neither brood stock nor river are sampled.and there is no appropriate biostandard indicator).  In this instance the PNI cannot be calculated and the program must be scaled to an appropriately low level of production or assumed to be high risk. ",,Partial Direct,0.97,0.03,0.03,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.",Thermal mark estimate for brood only. Natural spawners assumed to have same proportion of natural origin contribution as the brood.,,,#DIV/0!,,,,,,,1989-2018,1997-2018,"1984-1993, 1995, 2001-2004, 2008-2016"
2005,SBC,Stamp River - Robertson Creek,Fall,Robertson,OPS,CK-031,West Vancouver Island-South_FA_0.x,SWVI,DU24,BC West Vancouver Island Ocean Fall (South),WVI/Ocean/Fall (South),WVI+WVI,Direct,0.54,0.15,0.217391304,Integrated - Hatchery,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",pHOS and pNOB estimates available.,Direct,0.95,0.02,0.020618557,Integrated - Hatchery,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",pHOS estimate is based on Stamp River dead pitch sample and pNOB is based on Robertson Creek hatchery swim-ins sample. ,,,#DIV/0!,,,,,,,1977-2018,1997-2018,"1978, 2016"
2005,SBC,Quinsam River,Fall,Quinsam,OPS,CK-029,East Vancouver Island-North_FA_0.x,NEVI,DU23,BC East Vancouver Island Ocean Fall (EVI + SFj),EVI+SFj/Ocean/ Fall,EVI+SFj,Direct,0.82,0.18,0.18,Integrated - Hatchery,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",pHOS and pNOB estimates available.,Direct,0.97,0.02,0.02020202,Integrated - Hatchery,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",Estimates available for both pNOB and pHOS.,,,#DIV/0!,,,,,,,1979-2018,2005-2018,"1985, 1998-2001, 2008-2009"
2001,SBC,Quinsam River,Fall,Quinsam,OPS,CK-029,East Vancouver Island-North_FA_0.x,NEVI,DU23,BC East Vancouver Island Ocean Fall (EVI + SFj),EVI+SFj/Ocean/ Fall,EVI+SFj,Direct,0.81,0.21,0.205882353,Integrated - Hatchery,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",pHOS and pNOB estimates available.,Direct,0.97,0.02,0.02020202,Integrated - Hatchery,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",Estimates available for both pNOB and pHOS.,,,#DIV/0!,,,,,,,1979-2018,2005-2018,"1985, 1998-2001, 2008-2009"
2001,SBC,Nitinat River,Fall,Nitinat,OPS,CK-031,West Vancouver Island-South_FA_0.x,SWVI,DU24,BC West Vancouver Island Ocean Fall (South),WVI/Ocean/Fall (South),WVI+WVI,Direct,0.92,0.26,0.220338983,Integrated - Hatchery,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",pHOS and pNOB estimates available.,Partial Direct,0.98,0.02,0.02,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.",Thermal mark estimate for brood only. Natural spawners assumed to have same proportion of natural origin contribution as the brood.,,,#DIV/0!,,,,,,,1985-2005,1997-2018,"1987-1989, 2003-2017"
2000,SBC,Conuma River,Fall,Conuma,OPS,CK-032,West Vancouver Island-Nootka and Kyuquot_FA_0.x,NoKy,DU25,BC West Vancouver Island Ocean Fall (Nootka & Kyuquot),WVI/Ocean/Fall (Nootka & Kyuquot),WVI+WVI,Direct,0.57,0.43,0.43,Integrated - Hatchery,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",pHOS and pNOB estimates available.,Partial Direct,0.98,0.02,0.02,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.","Thermally marked. Otolith samples from Conuma are from fish taken from the river, so there is only one stratum, and pHOS = pHOB, for all the Conuma hatchery stocks. There are no swim ins, and the mark rate in brood is assumed to be the same as the rest of the river",,,#DIV/0!,,,,,,,1984-2005,2011-2018,"1988, 1991-1992, 1995, 2003-2017"
2007,SBC,Conuma River,Fall,Conuma,OPS,CK-032,West Vancouver Island-Nootka and Kyuquot_FA_0.x,NoKy,DU25,BC West Vancouver Island Ocean Fall (Nootka & Kyuquot),WVI/Ocean/Fall (Nootka & Kyuquot),WVI+WVI,Direct,0.12,0.88,0.88,Integrated - Wild,"Direct estimates of both pHOS and pNOB are available.  Population is marked (Coded Wire Tags, adipose clips, otolith, or Parental Based Tags) and both river and brood stock are sampled.  Standard statistical assumptions and methodologies with respect to the marking method apply.",pHOS and pNOB estimates available.,Partial Direct,0.98,0.02,0.02,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.","Thermally marked. Otolith samples from Conuma are from fish taken from the river, so there is only one stratum, and pHOS = pHOB, for all the Conuma hatchery stocks. There are no swim ins, and the mark rate in brood is assumed to be the same as the rest of the river",,,#DIV/0!,,,,,,,1984-2005,2011-2018,"1988, 1991-1992, 1995, 2003-2017"
2011,SBC,Burman River,Fall,Conuma,OPS,CK-032,West Vancouver Island-Nootka and Kyuquot_FA_0.x,NoKy,DU25,BC West Vancouver Island Ocean Fall (Nootka & Kyuquot),WVI/Ocean/Fall (Nootka & Kyuquot),WVI+WVI,No Estimate,,,,,"No estimate of survival or production possible (e.g. population is not marked, neither brood stock nor river are sampled.and there is no appropriate biostandard indicator).  In this instance the PNI cannot be calculated and the program must be scaled to an appropriately low level of production or assumed to be high risk. ",,Partial Direct,0.98,0.02,0.02,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.",Thermal mark estimate for brood only. Natural spawners assumed to have same proportion of natural origin contribution as the brood.,,,#DIV/0!,,,,,,,,"2007-2013, 2017-2018","1987-1994, 1998-2001, 2003-2010, 2012-2017"
2009,SBC,Conuma River,Fall,Conuma,OPS,CK-032,West Vancouver Island-Nootka and Kyuquot_FA_0.x,NoKy,DU25,BC West Vancouver Island Ocean Fall (Nootka & Kyuquot),WVI/Ocean/Fall (Nootka & Kyuquot),WVI+WVI,No Estimate,,,,,"No estimate of survival or production possible (e.g. population is not marked, neither brood stock nor river are sampled.and there is no appropriate biostandard indicator).  In this instance the PNI cannot be calculated and the program must be scaled to an appropriately low level of production or assumed to be high risk. ",,Partial Direct,0.98,0.02,0.02,Integrated - Hatchery,"The population is marked but there is a direct estimate of only pNOB, the proportion of natural origin spawners in the hatchery broodstock, because only hatchery brood stock is sampled. Or, the population is marked but there is a direct estimate of only pHOS, the proportion of hatchery origin spawners in the natural spawning population. In the former, pHOS = 1 minus pNOB, and in the latter, pNOB = 1 minus pHOS.","Thermally marked. Otolith samples from Conuma are from fish taken from the river, so there is only one stratum, and pHOS = pHOB, for all the Conuma hatchery stocks. There are no swim ins, and the mark rate in brood is assumed to be the same as the rest of the river",,,#DIV/0!,,,,,,,1984-2005,2011-2018,"1988, 1991-1992, 1995, 2003-2017"
